#Summary stats for# batch processing of regression models
timestamp: 2018-11-01 14:27:10
# AP
#-----------------------

"ID","fileNames","slope","pVal","r2"
1,"ranFile001.csv",0.0331129813794641,0.832171328723555,0.00116568946061549
2,"ranFile002.csv",0.385327480946403,0.0985537419733518,0.171368661517924
3,"ranFile003.csv",0.0553762906711895,0.601963456760823,0.00390655125913535
4,"ranFile004.csv",0.0838685601550476,0.669389985539122,0.00472387741816596
5,"ranFile005.csv",-0.080767400629985,0.549168173558983,0.00768614264508251
6,"ranFile006.csv",-0.110315424477215,0.354759470861065,0.0127945631870197
7,"ranFile007.csv",0.000264927341125025,0.998119955450661,6.98363011701292e-08
8,"ranFile008.csv",0.0805338455032074,0.470780164743648,0.00599506764455431
9,"ranFile009.csv",0.458405235989792,0.00786597142413347,0.31706681479585
10,"ranFile010.csv",-0.0264311104945773,0.827432455009156,0.00070376416450072
11,"ranFile011.csv",-0.1111127872707,0.573906232086136,0.0145945836272738
12,"ranFile012.csv",-0.0172776188494692,0.882398231759747,0.000301784500989643
13,"ranFile013.csv",0.0637020729396382,0.56428086013732,0.00402025275312718
14,"ranFile014.csv",-0.215349476090095,0.109455188651067,0.0389413117664148
15,"ranFile015.csv",0.246697750779257,0.0850845844773942,0.0644501063066354
16,"ranFile016.csv",-0.0236492945152555,0.884392522511952,0.000444972910728618
17,"ranFile017.csv",0.00908443942027496,0.923082228248324,0.000100774809262723
18,"ranFile018.csv",0.00114737813006816,0.995400390038662,1.12637266499212e-06
19,"ranFile019.csv",0.00133720911811361,0.988542127245998,2.53041288657417e-06
20,"ranFile020.csv",-0.0338178211814882,0.807069574350266,0.00107393064684483
21,"ranFile021.csv",0.0150887529973966,0.880648887008222,0.000243685932359687
22,"ranFile022.csv",0.127663259990327,0.330109145302229,0.0206280993256071
23,"ranFile023.csv",-0.0907301396825971,0.589816481141685,0.00980199018571832
24,"ranFile024.csv",0.432627002917628,0.10807910957933,0.137082411582902
25,"ranFile025.csv",0.118536799029485,0.345384275154753,0.0125491663369381
26,"ranFile026.csv",-0.129898855912628,0.642291505005706,0.0147603734051882
27,"ranFile027.csv",0.126023383052769,0.408597808708673,0.0155744918798677
28,"ranFile028.csv",-0.0164332050477391,0.920150173112367,0.000379066935006064
29,"ranFile029.csv",-0.300371399537599,0.124245633664036,0.0769575464149115
30,"ranFile030.csv",0.00281223046714298,0.977581844211881,8.62987483048871e-06
31,"ranFile031.csv",0.358400609098154,0.132003911916135,0.144701540396782
32,"ranFile032.csv",-0.0149664373339871,0.888920932534791,0.000239324339350519
33,"ranFile033.csv",-0.0736290703188214,0.611694306396295,0.00564768740063889
34,"ranFile034.csv",0.55847973052868,0.00937917550206811,0.217524384721249
35,"ranFile035.csv",0.113145245724822,0.301290897284645,0.0135185234830683
36,"ranFile036.csv",0.0412759540241375,0.65561547952785,0.00208045669986202
37,"ranFile037.csv",0.0357611319670195,0.889423541504999,0.00124569240455965
38,"ranFile038.csv",0.165313377590725,0.208913288409983,0.0341037043669588
39,"ranFile039.csv",-0.137948758600612,0.176723603435813,0.019746900964609
40,"ranFile040.csv",-0.233084614147221,0.019724488338817,0.0547734807826595
41,"ranFile041.csv",0.172167320332907,0.379009704230696,0.0457949665668258
42,"ranFile042.csv",-0.0292849184301209,0.811720179703339,0.000907443246441906
43,"ranFile043.csv",-0.372856740191436,0.0839631946074503,0.148974608458103
44,"ranFile044.csv",-0.0965860804582043,0.340074144651121,0.00948494653588979
45,"ranFile045.csv",0.00130817622790908,0.992225461538293,1.56932289225149e-06
46,"ranFile046.csv",-0.151597085763665,0.0999310419614697,0.0276577277340505
47,"ranFile047.csv",-0.123440303819027,0.225610295567866,0.0170263296867297
48,"ranFile048.csv",-0.243094697822689,0.229935713515429,0.0510475696502464
49,"ranFile049.csv",0.0654204669315637,0.537348325166237,0.00424203651005515
50,"ranFile050.csv",-0.0438253758474338,0.704898927301368,0.00244862389791537
51,"ranFile051.csv",-0.127997932014286,0.216154121965623,0.0162272104404756
52,"ranFile052.csv",0.118576162473812,0.2792107296572,0.0136013876141246
53,"ranFile053.csv",0.0979703914464192,0.465543499001378,0.0109193400114262
54,"ranFile054.csv",0.0266020603302947,0.884398367198465,0.00103037717123206
55,"ranFile055.csv",-0.130895011184901,0.279174091370206,0.0149970163690882
56,"ranFile056.csv",0.169075929069965,0.402241668368138,0.0336339352013497
57,"ranFile057.csv",0.188628007625439,0.452106746180557,0.0300851735418354
58,"ranFile058.csv",0.0944301490092176,0.722957601695609,0.00999548600278768
59,"ranFile059.csv",-0.0831952196437505,0.642999032680728,0.012196301915832
60,"ranFile060.csv",0.249209561261067,0.203901079236167,0.0692042785382277
61,"ranFile061.csv",-0.230719052954742,0.0312291108083154,0.0619955537297988
62,"ranFile062.csv",-0.0384727057978274,0.782526004914693,0.00163709593513166
63,"ranFile063.csv",-0.0850205929018282,0.410326320956206,0.00870815567183
64,"ranFile064.csv",-0.0647776518782239,0.840085566714317,0.00262206500367833
65,"ranFile065.csv",0.0329248098062117,0.757323272214874,0.00102063573216209
66,"ranFile066.csv",-0.34574264705003,0.270781234916607,0.0923662573997119
67,"ranFile067.csv",-0.0785765001009728,0.418894073953045,0.00727401212053751
68,"ranFile068.csv",-0.25408629988445,0.157536988249346,0.0493109181708355
69,"ranFile069.csv",-0.0934201535485556,0.53416209094311,0.0114686225450959
70,"ranFile070.csv",0.542493136801693,0.0132281293144975,0.269826310595184
71,"ranFile071.csv",-0.0220624960783412,0.903906542706723,0.000594606192076327
72,"ranFile072.csv",0.064631995930236,0.692892940981912,0.00384343273657764
73,"ranFile073.csv",0.069701090872153,0.504837206278452,0.00587330572055244
74,"ranFile074.csv",-0.0761186466025245,0.497533744561557,0.00641541831514801
75,"ranFile075.csv",0.028842381597936,0.815482910256182,0.000693455504952522
76,"ranFile076.csv",-0.0893504587754406,0.585723939407641,0.00696502612474194
77,"ranFile077.csv",0.163314493961899,0.555672044056195,0.0176438393817376
78,"ranFile078.csv",-0.0516572008504743,0.657204860468234,0.00271261428938741
79,"ranFile079.csv",-0.361445454762793,0.142559424117124,0.122086738439823
80,"ranFile080.csv",-0.017842395631092,0.895645648772281,0.00030992075745574
81,"ranFile081.csv",-0.204520614337621,0.113390035586549,0.0433871916583899
82,"ranFile082.csv",-0.234442824650232,0.183174323563928,0.0500486122609175
83,"ranFile083.csv",0.0272243755443206,0.925439690885576,0.000500124681235285
84,"ranFile084.csv",-0.0457986044978971,0.718250014114116,0.00298786434496716
85,"ranFile085.csv",-0.0795717642296272,0.690514098853914,0.00554609744487317
86,"ranFile086.csv",0.202771186885575,0.406196612900973,0.0289229935756894
87,"ranFile087.csv",-0.0123128771434885,0.907028364517522,0.000171545966796317
88,"ranFile088.csv",-0.188292015419296,0.251745251046729,0.0483489484719477
89,"ranFile089.csv",-0.0116356031129469,0.924100725960306,0.000132488233005301
90,"ranFile090.csv",0.155004084261627,0.217386973457138,0.028563802045347
91,"ranFile091.csv",-0.188381973990286,0.0879776650548112,0.0342603224041418
92,"ranFile092.csv",-0.0929979297102612,0.366058518249271,0.0107625656467224
93,"ranFile093.csv",-0.229836584226563,0.0758000047993828,0.0562021547162961
94,"ranFile094.csv",-0.120089510576529,0.339663645945483,0.0160059878621698
95,"ranFile095.csv",0.0860249969481356,0.430545634207928,0.00750307245622298
96,"ranFile096.csv",-0.317520310635006,0.120178371308639,0.0976238416974363
97,"ranFile097.csv",-0.22248001458111,0.194127022279502,0.078918293273943
98,"ranFile098.csv",-0.00324862179575634,0.978495525816161,1.06066506629762e-05
99,"ranFile099.csv",-0.116317680000105,0.478800504417324,0.0117319004850054
100,"ranFile100.csv",0.0271766816744143,0.79852921414489,0.000744317204851529
