#Simulated random data file for batch processing
#timestamp: 2018-11-01 14:29:08

"varX","varY"
0.562655915739015,0.518452898832038
0.160568009596318,0.611222688341513
0.899815538432449,0.643178206169978
0.0491771677043289,0.092703239293769
0.689177051885054,0.0970995733514428
0.169549073791131,0.97273803758435
0.759560511214659,0.455025190487504
0.976718338904902,0.662067853845656
0.386843306245282,0.32537723146379
0.263167137047276,0.865752987097949
0.0544500849209726,0.190026274882257
0.977499864762649,0.888722501927987
0.777957861544564,0.58773948205635
0.0356154120527208,0.518552649067715
0.598563748644665,0.0590652860701084
0.105258844792843,0.611668517114595
0.595401623984799,0.739469555206597
0.559250937309116,0.426159219583496
0.210777005646378,0.865449495147914
0.424285631161183,0.103284226497635
0.120396317215636,0.360770203173161
0.915425653103739,0.407120028976351
0.498751924373209,0.238280134974048
0.606552623910829,0.703769626561552
0.888531827135012,0.729921591700986
0.586707909125835,0.766603308729827
0.220353069482371,0.400742555735633
0.609082335373387,0.327054069144651
0.11881230538711,0.600299766054377
0.333352951565757,0.608307685703039
0.657220084220171,0.817451360635459
0.691460100701079,0.00676340353675187
0.141308108810335,0.284950411878526
0.969323232769966,0.776202733861282
0.955650831805542,0.423013406340033
0.196795923635364,0.235444317571819
0.374951083213091,0.116396489320323
0.201619336847216,0.37596125411801
0.988544323015958,0.028833094984293
0.429241213714704,0.873340018326417
0.120645133312792,0.0668059571180493
0.681646911194548,0.693415972171351
0.574050939409062,0.480041600996628
0.169037324842066,0.0998098405543715
0.4614364199806,0.37922147475183
0.134187790099531,0.713480749167502
0.873786438489333,0.297077580587938
0.136339717311785,0.151595053263009
