#Simulated random data file for batch processing
#timestamp: 2018-11-01 14:26:56

"varX","varY"
0.356070565991104,0.542079984908924
0.780769941862673,0.805175351444632
0.637963134329766,0.603830588515848
0.789269734639674,0.21672888356261
0.807865056907758,0.622855652589351
0.0669676472898573,0.289043739903718
0.463041425682604,0.667111521586776
0.721013686154038,0.760201451601461
0.674881997983903,0.306276659015566
0.200270208995789,0.575959666864946
0.416621239855886,0.112562533933669
0.219470030860975,0.94946393975988
0.0244625087361783,0.642815416213125
0.113417719723657,0.43032885924913
0.269403405254707,0.546463419217616
0.50750940060243,0.358501132111996
0.368089530151337,0.0874226714950055
0.0857605973724276,0.98467480042018
0.983760030241683,0.0191001382190734
0.0232894700020552,0.448254398535937
0.628853515023366,0.270746778231114
0.0155342211946845,0.094596344511956
0.145463924854994,0.472251822939143
0.526779034873471,0.745295166969299
