#Simulated random data file for batch processing
#timestamp: 2018-11-01 14:29:09

"varX","varY"
0.552403589012101,0.290346725843847
0.750201635528356,0.891403693240136
0.660958552965894,0.135668735485524
0.482408358715475,0.421121938852593
0.376597324153408,0.558933587977663
0.762052210280672,0.290631475159898
0.429517014184967,0.902704177889973
0.38397299288772,0.684445730410516
0.980395707301795,0.155982109485194
0.455820147646591,0.513112953864038
0.780624437844381,0.0803176546469331
0.453777954680845,0.760240172501653
0.235479327151552,0.204069268191233
0.215236539253965,0.458708899095654
0.121406077872962,0.304207414621487
0.323203803505749,0.150496248854324
0.843540725531057,0.455392334610224
0.733390798559412,0.350336123723537
0.556616991758347,0.116957223974168
0.339270782424137,0.449885597219691
0.999630330130458,0.63696405896917
0.358991070883349,0.0825043309014291
0.0868863672949374,0.689250448485836
0.41401627403684,0.731839732499793
0.253987987525761,0.217739408137277
0.00194798200391233,0.513194087427109
0.0966779307927936,0.179448310751468
0.47929533966817,0.77645985269919
0.0695872018113732,0.0459110653027892
0.395304812584072,0.0779389133676887
0.740148831857368,0.853895004373044
0.647610574960709,0.591775959357619
0.204342841170728,0.422501822700724
0.91819282877259,0.576799015747383
0.892393797403201,0.41114387055859
0.991015280829743,0.83986776531674
0.822447980521247,0.47439385089092
0.542986899614334,0.888946916675195
0.970794707536697,0.59417795878835
0.975770442048088,0.000772400991991162
0.0907249778974801,0.267807343509048
0.268624976510182,0.518853520508856
0.278527738526464,0.458982665324584
0.200716870371252,0.281957713887095
0.970017473911867,0.614808617625386
0.406675984617323,0.651095707667992
0.0241602789610624,0.310617130482569
0.982651877915487,0.767912993207574
0.0716936592943966,0.524442999158055
0.5081441544462,0.918155938154086
0.0436624127905816,0.254178116563708
0.474575232481584,0.291625054553151
0.542731101159006,0.00187177653424442
0.301177149405703,0.607143139000982
0.378465634537861,0.871379235060886
0.607563887024298,0.247771172551438
0.456044553313404,0.691048110602424
0.364777216920629,0.0916857030242682
0.582885280018672,0.582933669444174
0.52519055409357,0.0525135237257928
0.910761611768976,0.140233904123306
0.695478888694197,0.795584714505821
0.876760569866747,0.275062671862543
0.546714167343453,0.157918762648478
0.505731161450967,0.791834642877802
0.0996313027571887,0.454059582902119
0.389416202204302,0.244508558651432
0.911309490446001,0.942304037278518
0.351589511381462,0.768861659336835
0.409145663259551,0.732745935907587
0.86737784021534,0.161510243313387
0.0415936410427094,0.07240060553886
0.121257363818586,0.0955004340503365
0.265228343196213,0.867782421642914
0.766269337851554,0.333334499504417
0.404968292219564,0.123499409528449
0.290488366037607,0.651054916903377
0.0905171458143741,0.710135162808001
0.842668905621395,0.294597097905353
0.596051143249497,0.92480625025928
0.448116620536894,0.0132115813903511
