#Simulated random data file for batch processing
#timestamp: 2018-11-01 14:29:14

"varX","varY"
0.599480111850426,0.92215417441912
0.741843707393855,0.82260318682529
0.957845692755654,0.494217358529568
0.447302463464439,0.207296087173745
0.215718370163813,0.677467426052317
0.425563561264426,0.748254945036024
0.859086157986894,0.243694051867351
0.368909173412248,0.394397225230932
0.275743902893737,0.370442165294662
0.227524108253419,0.616709370166063
0.402902214322239,0.698726987233385
0.883590884506702,0.410936977947131
0.314272184623405,0.1373548170086
0.571799342520535,0.91906588175334
0.977424778742716,0.817669512471184
0.0963882599025965,0.294793891720474
0.797924613347277,0.984248148975894
0.36579793994315,0.565150628099218
0.363913138862699,0.68346647801809
0.754542901180685,0.462314852746204
0.194452726980671,0.292058918857947
0.583765689050779,0.562121543101966
0.0205775622744113,0.643709645839408
0.812444208655506,0.245169294532388
0.181151851080358,0.227002438157797
0.86999473744072,0.265465896809474
0.969530459260568,0.568645576946437
0.43304158304818,0.0810979742091149
0.565538058755919,0.6100012678653
0.086365781724453,0.494527621660382
0.49806214729324,0.702164699556306
0.131308265496045,0.177427701186389
0.073732691584155,0.702898214571178
0.390932471724227,0.949793318752199
0.777738020755351,0.425523288082331
0.042846311815083,0.992831401294097
0.554015813395381,0.673135639401153
0.403227288275957,0.285250836983323
0.935392608167604,0.93041486479342
0.404890428762883,0.126290265470743
0.562555696349591,0.11033403291367
0.372303886106238,0.823009311454371
0.488526047673076,0.599875107640401
0.613470203708857,0.925879187416285
0.880158743355423,0.651718956651166
0.0914471703581512,0.690393819939345
0.532680693082511,0.631720155011863
0.376754724420607,0.665346740745008
0.821900681359693,0.0175251911859959
0.0551301843952388,0.408501471858472
0.265807810006663,0.415588852018118
0.450853916583583,0.656891093123704
0.966958248522133,0.865236828802153
0.0143104991875589,0.291186596266925
0.729092705296353,0.690210413420573
0.777030765311792,0.244110724655911
0.830542693380266,0.80597613635473
0.685970169492066,0.0849437797442079
0.280136697227135,0.454547438537702
0.746268060058355,0.469144191825762
0.802592915482819,0.898418521974236
0.934190508676693,0.457772999769077
0.30823164107278,0.0633846689015627
0.313835725188255,0.670272311661392
0.250123739009723,0.394728570943698
0.893673107260838,0.387858622707427
0.775815987959504,0.528444548603147
0.596052491106093,0.735709647415206
0.89547260152176,0.713141926331446
0.952408345183358,0.0539599373005331
0.483323438791558,0.169227920472622
0.944058552850038,0.179977796273306
0.493114445824176,0.378645110875368
0.773434209404513,0.0565099350642413
0.6493380877655,0.089643957093358
0.34701920254156,0.132254561409354
0.74797966866754,0.504714792128652
0.0205668050330132,0.753557682968676
0.559340090258047,0.684634116943926
0.139570652041584,0.871830695308745
0.893027597805485,0.597333284793422
0.242956480477005,0.862761206924915
